jday	Time	u_ref	T_ref	d_ref	precip	q_par	T_canopy	d_canopy	p_atm	CO2_atm	T0	Tsurf	Troot	Zw	lai	A	Ec
331	0	0.8500000000000146	16	1.8146855417984935	0.04013927989032613	0	19.01021008882263	2.1966489067570523	77.44926265875492	399	17.969450810351674	17.969450810351674	17.969450810351674	10	1	-999	-999
331	0.5	0.8500000000000146	13.9	1.584360616280367	0.012604540901873726	0	16.337259053834295	1.854888322661791	77.44926265875492	399	16.053554608560784	16.053554608560784	16.053554608560784	10	1	-999	-999
331	1	0.8500000000000146	15.9	1.803309092411083	0.006486461410781202	0	19.304514040878935	2.2377537977498494	77.44926265875492	399	18.10428673571926	18.10428673571926	18.10428673571926	10	1	-999	-999
331	1.5	0.8500000000000146	14.1	1.6053741602690785	0.012604540901873726	0	17.511053345139974	1.9991764098555567	77.44926265875492	399	16.892413711116713	16.892413711116713	16.892413711116713	10	1	-999	-999
331	2	0.8500000000000146	20.4	2.397702192823551	0.0048828696339158605	0	18.230782850220116	2.093796911750212	77.44926265875492	399	18.01731000974571	18.01731000974571	18.01731000974571	10	1	-999	-999
331	2.5	0.8500000000000146	24.5	3.0768924194488707	0.0048828696339158605	0	17.97446952964592	2.05852307568089	77.44926265875492	399	18.00950637041787	18.00950637041787	18.00950637041787	10	1	-999	-999
331	3	0.8500000000000146	22.4	2.710262309746266	0.0048828696339158605	0	18.163894352019653	2.083924061729432	77.44926265875492	399	17.972906673603205	17.972906673603205	17.972906673603205	10	1	-999	-999
331	3.5	0.8500000000000146	15.7	1.7751972415716277	0.005845435769755561	0	19.11209153410011	2.2059067198083575	77.44926265875492	399	18.07432051465523	18.07432051465523	18.07432051465523	10	1	-999	-999
331	4	0.8500000000000146	18.3	2.0995168995976137	0.0048828696339158605	0	19.062351539281323	2.202634510953408	77.44926265875492	399	18.047240107761322	18.047240107761322	18.047240107761322	10	1	-999	-999
331	4.5	0.8500000000000146	16.7	1.8964733121836015	0.0048828696339158605	0	18.690662156870246	2.1515986184670943	77.44926265875492	399	18.062631447633763	18.062631447633763	18.062631447633763	10	1	-999	-999
331	5	0.8500000000000146	19.4	2.248874699221637	0.004685529858310617	0.588	18.465315984445635	2.120688732130327	77.44926265875492	399	18.118269473372077	18.118269473372077	18.118269473372077	10	1	-999	-999
331	5.5	0.8500000000000146	20.3	2.3834175129679243	0.004002787467043795	98.8	18.640440923457042	2.148991819468062	77.44926265875492	399	18.008565495951736	18.008565495951736	18.008565495951736	10	1	-999	-999
331	6	0.8500000000000146	19.3	2.2376168310898197	0.004002787467043795	110.8	18.823406873904585	2.1717965333283358	77.44926265875492	399	18.025611605623155	18.025611605623155	18.025611605623155	10	1	-999	-999
331	6.5	0.8500000000000146	21	2.4862252818761053	0.004002787467043795	111.2	18.625568826789483	2.1444043526332486	77.44926265875492	399	18.042809313456086	18.042809313456086	18.042809313456086	10	1	-999	-999
331	7	0.8500000000000146	19.6	2.280897996705978	0.004002787467043795	112.2	18.34732419268552	2.1087028202086118	77.44926265875492	399	18.060475547172373	18.060475547172373	18.060475547172373	10	1	-999	-999
331	7.5	0.8500000000000146	20.6	2.426494236942715	0.004002787467043795	126.7	16.636168834273274	1.891326793964819	77.44926265875492	399	17.429980206207166	17.429980206207166	17.429980206207166	10	1	-999	-999
331	8	0.8500000000000146	19.3	2.2380659262892353	0.004002787467043795	144.7	18.653496710292682	2.1491922008156465	77.44926265875492	399	18.416228265280047	18.416228265280047	18.416228265280047	10	1	-999	-999
331	8.5	0.8500000000000146	20.5	2.410609693990412	0.004002787467043795	156.8	19.05735181284718	2.2033890096057838	77.44926265875492	399	19.459293781385075	19.459293781385075	19.459293781385075	10	1	-999	-999
331	9	0.8500000000000146	18	2.0555631748623786	0.004002787467043795	199.6	20.106087394926533	2.346417965366549	77.44926265875492	399	19.481689382654963	19.481689382654963	19.481689382654963	10	1	-999	-999
331	9.5	0.8500000000000146	17.5	1.9930183430523352	0.00545035207630697	287.1	21.45184237234334	2.55217509310241	77.44926265875492	399	19.33553024774521	19.33553024774521	19.33553024774521	10	1	-999	-999
331	10	0.8500000000000146	18.1	2.0722750250667397	0.020632191822008136	275.2	21.87718310736362	2.621743417150336	77.44926265875492	399	19.478957166035364	19.478957166035364	19.478957166035364	10	1	-999	-999
331	10.5	0.8500000000000146	18.9	2.1798683721621166	0.00545035207630697	331.45866703626274	21.405692624352195	2.5473275824079447	77.44926265875492	399	19.12026221479873	19.12026221479873	19.12026221479873	10	1	-999	-999
331	11	0.8500000000000146	19.2	2.222607831956761	0.004002787467043795	319.4863396533215	20.95521140711495	2.4788764127848566	77.44926265875492	399	18.582147476191277	18.582147476191277	18.582147476191277	10	1	-999	-999
331	11.5	0.8500000000000146	20.1	2.351057603151066	0.004002787467043795	348.4202787040363	20.996776136405092	2.4853380310478594	77.44926265875492	399	18.095966427716053	18.095966427716053	18.095966427716053	10	1	-999	-999
331	12	0.8500000000000146	15.1	1.7129698859489106	0.059219038598758156	406.6	21.955035799893416	2.6369726673975844	77.44926265875492	399	17.468023563221525	17.468023563221525	17.468023563221525	10	1	-999	-999
331	12.5	0.8500000000000146	15.6	1.7690196255287671	0.010628165368702723	331	22.20573363718751	2.6775840316818256	77.44926265875492	399	17.783180404162053	17.783180404162053	17.783180404162053	10	1	-999	-999
331	13	0.8500000000000146	20	2.3367836133773094	0.00545035207630697	311.5	21.745162345221186	2.6027701151754643	77.44926265875492	399	17.539148559546266	17.539148559546266	17.539148559546266	10	1	-999	-999
331	13.5	0.8500000000000146	15.3	1.7386171449726313	0.05023061998327377	260.9	22.09671633499408	2.6632977326017953	77.44926265875492	399	17.722027174909996	17.722027174909996	17.722027174909996	10	1	-999	-999
331	14	0.8500000000000146	15.4	1.7478833041268929	0.024210707067528456	233	22.48224240269485	2.7246996279148834	77.44926265875492	399	17.89300330077527	17.89300330077527	17.89300330077527	10	1	-999	-999
331	14.5	0.8500000000000146	14.8	1.6815469806008352	0.01671353054698504	296.9	21.986316967697466	2.643566271710868	77.44926265875492	399	17.927358034675805	17.927358034675805	17.927358034675805	10	1	-999	-999
331	15	0.8500000000000146	14.9	1.6927583916567552	0.0051427968508451615	207.1	21.09890645448648	2.5036741400647715	77.44926265875492	399	18.473533294138083	18.473533294138083	18.473533294138083	10	1	-999	-999
331	15.5	0.8500000000000146	14.9	1.6925884530570507	0.008740727773834275	208.3	21.4376159982326	2.5562227774477644	77.44926265875492	399	18.58862227521311	18.58862227521311	18.58862227521311	10	1	-999	-999
331	16	0.8500000000000146	15.1	1.7157241335798203	0.014375633906262864	153.3	21.072522985311686	2.5005373173516627	77.44926265875492	399	18.66963955304111	18.66963955304111	18.66963955304111	10	1	-999	-999
331	16.5	0.8500000000000146	15.3	1.7379196754530355	0.018152860264134377	121.4	20.77759551251142	2.4553816418447076	77.44926265875492	399	18.87341849504714	18.87341849504714	18.87341849504714	10	1	-999	-999
331	17	0.8500000000000146	16.1	1.8266752556824237	0.018105351569607894	108.9	19.29801106540285	2.23689713219634	77.44926265875492	399	20.05	20.05	20.05	10	1	-999	-999
331	17.5	0.8500000000000146	16.2	1.8383655730982646	0.018105351569607894	108.2	19.87634576798307	2.3190281369786385	77.44926265875492	399	18.77	18.77	18.77	10	1	-999	-999
331	18	0.8500000000000146	15.6	1.768664115153862	0.005007566929270766	110.4	20.34614019421469	2.3875734445634937	77.44926265875492	399	18.305	18.305	18.305	10	1	-999	-999
331	18.5	0.8500000000000146	14.1	1.6053741602690785	0.008744850236828267	110.8	19.252629368819136	2.230966265612192	77.44926265875492	399	18.318333333333335	18.318333333333335	18.318333333333335	10	1	-999	-999
331	19	0.8500000000000146	14.3	1.626960233124257	0.014689745484836618	105.5	20.022836534987164	2.341264011675939	77.44926265875492	399	18.55	18.55	18.55	10	1	-999	-999
331	19.5	0.8500000000000146	15.3	1.7360016342741467	0.0256766954680049	0	20.092362098735244	2.351489367195204	77.44926265875492	399	18.661666666666665	18.661666666666665	18.661666666666665	10	1	-999	-999
331	20	0.8500000000000146	15.8	1.7928952554183242	4.187100230131051	0	21.97653249959679	2.641256091579845	77.44926265875492	399	18.77	18.77	18.77	10	1	-999	-999
331	20.5	0.8500000000000146	14.3	1.628758521163281	0.1880599623503407	0	20.90448981278815	2.4744749030204494	77.44926265875492	399	19.57	19.57	19.57	10	1	-999	-999
331	21	0.8500000000000146	16	1.8166915252132039	0.04013927989032613	0	20.277855198408915	2.3794008174031385	77.44926265875492	399	17.816666666666666	17.816666666666666	17.816666666666666	10	1	-999	-999
331	21.5	0.8500000000000146	20.6	2.426494236942715	0.0048828696339158605	0	19.100919437301616	2.2103223290349887	77.44926265875492	399	17.678333333333335	17.678333333333335	17.678333333333335	10	1	-999	-999
331	22	0.8500000000000146	19.6	2.280211668321814	0.0048828696339158605	0	18.157751883291397	2.0829728246624457	77.44926265875492	399	17.771666666666665	17.771666666666665	17.771666666666665	10	1	-999	-999
331	22.5	0.8500000000000146	19.6	2.2788390115534853	0.0048828696339158605	0	18.533666708386644	2.1315166491094732	77.44926265875492	399	18.03333333333333	18.03333333333333	18.03333333333333	10	1	-999	-999
331	23	0.8500000000000146	21.2	2.515180057794855	0.0048828696339158605	0	18.425178200676303	2.115637502085256	77.44926265875492	399	18.096666666666668	18.096666666666668	18.096666666666668	10	1	-999	-999
331	23.5	0.8500000000000146	20.4	2.3936154736258373	0.004740212332347929	0.001	18.17558277282623	2.0824377382345527	77.44926265875492	399	18.08833333333333	18.08833333333333	18.08833333333333	10	1	-999	-999
332	0	0.8500000000000146	15.6	1.7716859533405571	0.005845435769755561	0	19.11098291268626	2.213671422053785	77.44926265875492	399	18.015	18.015	18.015	10	1	-999	-999
332	0.5	0.8500000000000146	15.1	1.7155519931028884	0.014923361100759236	0	17.95339859312523	2.0584138566488392	77.44926265875492	399	17.913333333333334	17.913333333333334	17.913333333333334	10	1	-999	-999
332	1	0.8500000000000146	14.7	1.6710723823788518	0.0061006710830545565	0	18.832648314978766	2.1748234202172774	77.44926265875492	399	18.05	18.05	18.05	10	1	-999	-999
332	1.5	0.8500000000000146	14.7	1.6712401438869715	0.0061006710830545565	0	19.25331561922995	2.23302803952602	77.44926265875492	399	18.226666666666667	18.226666666666667	18.226666666666667	10	1	-999	-999
332	2	0.8500000000000146	19.9	2.322119090859962	0.0048828696339158605	0	18.440255834358137	2.119280847428566	77.44926265875492	399	18.281666666666666	18.281666666666666	18.281666666666666	10	1	-999	-999
332	2.5	0.8500000000000146	21.6	2.5804267027115446	0.0048828696339158605	0	18.711978565521527	2.1567362621092196	77.44926265875492	399	18.078333333333333	18.078333333333333	18.078333333333333	10	1	-999	-999
332	3	0.8500000000000146	21.4	2.549791665657644	0.004740212332347929	0.002	17.848457387442078	2.0433604154098273	77.44926265875492	399	17.811666666666667	17.811666666666667	17.811666666666667	10	1	-999	-999
332	3.5	0.8500000000000146	21	2.484229716284151	0.0048828696339158605	0	18.348026457967194	2.105268159262898	77.44926265875492	399	17.846666666666668	17.846666666666668	17.846666666666668	10	1	-999	-999
332	4	0.8500000000000146	17.2	1.9532233629614921	0.0048828696339158605	0	19.1066391069948	2.203826536771978	77.44926265875492	399	17.986666666666665	17.986666666666665	17.986666666666665	10	1	-999	-999
332	4.5	0.8500000000000146	18.7	2.1484641517961283	0.0048828696339158605	0	18.545194538758327	2.1275932009889624	77.44926265875492	399	18.15	18.15	18.15	10	1	-999	-999
332	5	0.8500000000000146	19	2.190213347580926	0.004685529858310617	0.359	18.70837861232631	2.150394135573823	77.44926265875492	399	18.253333333333334	18.253333333333334	18.253333333333334	10	1	-999	-999
332	5.5	0.8500000000000146	19.7	2.294644191644559	0.004002787467043795	101.3	18.994633290878888	2.1956945729330974	77.44926265875492	399	18.273333333333333	18.273333333333333	18.273333333333333	10	1	-999	-999
332	6	0.8500000000000146	19.8	2.3061458062079567	0.004002787467043795	112.3	18.37592281430538	2.1091523383642623	77.44926265875492	399	17.808333333333334	17.808333333333334	17.808333333333334	10	1	-999	-999
332	6.5	0.8500000000000146	19.4	2.2486487497893832	0.004002787467043795	113.1	18.602578675418098	2.1388787513378995	77.44926265875492	399	18.181666666666665	18.181666666666665	18.181666666666665	10	1	-999	-999
332	7	0.8500000000000146	19.9	2.31955527373666	0.004002787467043795	113.4	18.06224425745461	2.0667823451047145	77.44926265875492	399	17.906666666666666	17.906666666666666	17.906666666666666	10	1	-999	-999
332	7.5	0.8500000000000146	20.5	2.4081908602617434	0.004002787467043795	117.3	16.584259431880447	1.8817362812042362	77.44926265875492	399	17.5	17.5	17.5	10	1	-999	-999
332	8	0.8500000000000146	20.6	2.423330302631757	0.004002787467043795	133.1	18.51635542361945	2.1275363370628195	77.44926265875492	399	19.025	19.025	19.025	10	1	-999	-999
332	8.5	0.8500000000000146	20.7	2.4378187517108407	0.004002787467043795	174.7	19.218379851952434	2.22290069462068	77.44926265875492	399	19.825	19.825	19.825	10	1	-999	-999
332	9	0.8500000000000146	20.5	2.4086746270074775	0.004002787467043795	191.5	19.57884443228431	2.2744912384967164	77.44926265875492	399	20.073333333333334	20.073333333333334	20.073333333333334	10	1	-999	-999
332	9.5	0.8500000000000146	17.6	2.0036164579817357	0.004002787467043795	189.5	20.84916872349818	2.4568510555161027	77.44926265875492	399	19.781666666666666	19.781666666666666	19.781666666666666	10	1	-999	-999
332	10	0.8500000000000146	17.6	2.0048275902352004	0.013580909770726084	243.5	21.90951537102276	2.624104262917368	77.44926265875492	399	20.003333333333334	20.003333333333334	20.003333333333334	10	1	-999	-999
332	10.5	0.8500000000000146	18.8	2.164333251280317	0.00545035207630697	373.8	21.401061216745813	2.5447175454462956	77.44926265875492	399	19.665	19.665	19.665	10	1	-999	-999
332	11	0.8500000000000146	19.7	2.2909609746435238	0.004002787467043795	281.4	20.687160064458016	2.435967743830997	77.44926265875492	399	19.326666666666664	19.326666666666664	19.326666666666664	10	1	-999	-999
332	11.5	0.8500000000000146	19.9	2.3204875708724058	0.004002787467043795	326.2563991398303	21.122788884791767	2.50323158198937	77.44926265875492	399	18.182581587269272	18.182581587269272	18.182581587269272	10	1	-999	-999
332	12	0.8500000000000146	15.4	1.7489362458763669	0.034484356837817094	246.4	22.094938699963397	2.6620896034509918	77.44926265875492	399	17.208333333333332	17.208333333333332	17.208333333333332	10	1	-999	-999
332	12.5	0.8500000000000146	16.3	1.8523521604371835	0.01250163412758902	262.4	21.790418558861862	2.612327622932114	77.44926265875492	399	17.271666666666665	17.271666666666665	17.271666666666665	10	1	-999	-999
332	13	0.8500000000000146	20	2.3356110001630497	0.00545035207630697	322.2	21.617307883569588	2.581252253362362	77.44926265875492	399	16.636666666666667	16.636666666666667	16.636666666666667	10	1	-999	-999
332	13.5	0.8500000000000146	14.7	1.6712401438869715	0.009397531087100492	272.2	21.70904129285854	2.5996054850667134	77.44926265875492	399	16.511666666666667	16.511666666666667	16.511666666666667	10	1	-999	-999
332	14	0.8500000000000146	15.9	1.8036714937560212	0.028932101451746507	221.2	21.693446570269035	2.595054390294246	77.44926265875492	399	15.963333333333333	15.963333333333333	15.963333333333333	10	1	-999	-999
332	14.5	0.8500000000000146	14.6	1.6581543507519332	0.015672964891656305	171.7	20.628317398807315	2.4299913331765235	77.44926265875492	399	16.933333333333334	16.933333333333334	16.933333333333334	10	1	-999	-999
332	15	0.8500000000000146	15	1.7014703573994705	0.005100583524457891	147.2	20.13092208601726	2.355932577067195	77.44926265875492	399	17.781666666666666	17.781666666666666	17.781666666666666	10	1	-999	-999
332	15.5	0.8500000000000146	15.9	1.8036714937560212	0.005648592570296407	150	20.84148721332145	2.462448252049895	77.44926265875492	399	18.32	18.32	18.32	10	1	-999	-999
332	16	0.8500000000000146	14.7	1.669562528805776	0.005108361589137173	142.8	21.14528083423022	2.5094278671727652	77.44926265875492	399	18.448333333333334	18.448333333333334	18.448333333333334	10	1	-999	-999
