Year,DOY,TIMESTAMP,AirTemp_C,RH_fraction,Vap_Press_kPa,HrlySolRad_kJ_m^2_min^1,WindSpeed_m_s^1,WindDir_Deg,WindDir_STDD_Deg,Rain-Tot,SoilTemp_5cm_C,SoilTemp_15cm_C,HWG_maxspeed_m_s^1,HWG_time,HWG_Dir,BaPress_kPa,ETr,ETo,ETr-Daily,ETo-Daily,Rain-Daily
2013,152,6/1/13 0:00,12.620,0.456,0.666,0.000,6.74,348.10,27.94,0,13.42,13.69,10.10,1407,339.80,85.6802,0.083,0.068,,,
2013,152,6/1/13 1:00,12.470,0.447,0.646,0.000,7.89,339.90,20.95,0,13.21,13.56,12.50,54,321.30,85.7478,0.086,0.073,8.71,6.55,0
2013,152,6/1/13 2:00,12.830,0.432,0.639,0.000,8.13,326.80,12.38,0,13.00,13.42,11.98,60,325.30,85.7950,0.091,0.078,,,
2013,152,6/1/13 3:00,12.640,0.453,0.663,0.000,6.91,324.30,12.11,0,12.81,13.29,11.68,122,347.70,85.8355,0.084,0.069,,,
2013,152,6/1/13 4:00,12.460,0.462,0.667,0.000,9.04,325.50,12.32,0,12.67,13.16,15.50,221,313.10,85.8492,0.086,0.074,,,
2013,152,6/1/13 5:00,12.170,0.477,0.676,0.070,7.43,326.00,12.21,0,12.53,13.04,11.45,240,322.50,85.9404,0.079,0.067,,,
2013,152,6/1/13 6:00,12.210,0.491,0.698,2.395,6.94,323.80,13.26,0,12.41,12.93,9.95,322,323.50,86.0080,0.080,0.069,,,
2013,152,6/1/13 7:00,12.890,0.490,0.727,14.540,7.03,324.10,13.10,0,12.34,12.83,10.62,411,337.30,86.0788,0.351,0.234,,,
2013,152,6/1/13 8:00,14.450,0.439,0.721,30.960,8.40,334.30,23.45,0,12.35,12.74,12.28,468,337.70,86.1240,0.527,0.376,,,
2013,152,6/1/13 9:00,15.230,0.408,0.706,30.360,8.45,343.40,30.95,0,12.47,12.70,12.87,481,318.30,86.1308,0.574,0.409,,,
2013,152,6/1/13 10:00,16.190,0.384,0.706,48.740,8.28,343.60,25.83,0,12.68,12.71,12.20,559,344.80,86.1376,0.724,0.549,,,
2013,152,6/1/13 11:00,16.870,0.360,0.692,48.250,6.66,342.20,25.64,0,13.06,12.80,9.50,624,337.20,86.1705,0.731,0.568,,,
2013,152,6/1/13 12:00,18.270,0.305,0.639,57.460,6.61,4.72,23.22,0,13.52,12.97,10.48,664,13.33,86.1306,0.865,0.681,,,
2013,152,6/1/13 13:00,19.770,0.280,0.644,58.530,5.10,9.49,21.60,0,13.98,13.20,9.28,720,8.49,86.0609,0.884,0.717,,,
2013,152,6/1/13 14:00,20.820,0.250,0.614,54.530,4.53,357.10,28.03,0,14.48,13.45,11.60,780,36.10,85.9947,0.864,0.699,,,
2013,152,6/1/13 15:00,21.540,0.219,0.562,46.100,3.78,357.00,30.27,0,14.95,13.74,11.45,854,346.90,85.9691,0.775,0.621,,,
2013,152,6/1/13 16:00,21.400,0.204,0.520,27.740,2.58,28.63,34.84,0,15.24,14.01,7.70,914,346.00,85.9585,0.530,0.415,,,
2013,152,6/1/13 17:00,20.930,0.224,0.554,12.530,3.02,54.26,40.01,0,15.31,14.23,6.95,1004,113.20,85.9419,0.415,0.287,,,
2013,152,6/1/13 18:00,20.010,0.247,0.578,13.070,4.68,78.71,12.42,0,15.22,14.37,6.65,1035,100.00,85.9372,0.482,0.312,,,
2013,152,6/1/13 19:00,18.340,0.284,0.596,6.532,4.17,79.02,9.58,0,14.98,14.42,6.13,1087,90.20,85.9768,0.352,0.211,,,
2013,152,6/1/13 20:00,14.920,0.376,0.634,0.204,2.11,61.20,6.28,0,14.69,14.38,3.58,1140,69.72,86.0326,0.064,0.038,,,
2013,152,6/1/13 21:00,12.620,0.481,0.701,0.000,1.60,84.10,10.59,0,14.38,14.30,2.68,1208,69.59,86.1233,0.036,0.016,,,
2013,152,6/1/13 22:00,10.820,0.547,0.709,0.000,1.39,57.62,13.25,0,14.05,14.18,2.30,1261,51.73,86.1845,0.023,0.008,,,
2013,152,6/1/13 23:00,10.040,0.577,0.710,0.004,0.40,16.63,1.64,0,13.74,14.04,1.25,1379,332.20,86.1890,-0.008,-0.016,,,
2013,153,6/2/13 0:00,7.809,0.694,0.733,0.009,1.36,333.20,8.12,0,13.42,13.87,2.00,1399,326.40,86.2006,0.009,-0.001,,,
2013,153,6/2/13 1:00,7.050,0.729,0.731,0.007,0.93,327.40,6.07,0,13.13,13.70,1.63,16,344.20,86.1774,0.001,-0.008,8.37,6.82,0
2013,153,6/2/13 2:00,6.102,0.777,0.731,0.001,1.18,350.00,8.63,0,12.85,13.51,1.85,115,10.49,86.1415,0.001,-0.006,,,
2013,153,6/2/13 3:00,5.892,0.800,0.742,0.000,1.14,21.19,4.33,0,12.60,13.33,1.85,174,20.84,86.0938,-0.001,-0.008,,,
2013,153,6/2/13 4:00,5.437,0.823,0.740,0.000,1.30,19.49,4.91,0,12.39,13.15,2.38,238,25.79,86.0265,-0.001,-0.007,,,
2013,153,6/2/13 5:00,5.222,0.795,0.704,0.636,1.13,332.90,34.35,0,12.20,12.97,2.45,283,281.00,85.9676,0.002,-0.004,,,
2013,153,6/2/13 6:00,6.639,0.740,0.720,8.630,1.37,353.90,12.28,0,12.01,12.81,2.38,343,6.82,85.9732,0.079,0.065,,,
2013,153,6/2/13 7:00,10.020,0.589,0.723,19.760,0.91,57.45,18.35,0,11.91,12.64,2.53,381,74.33,85.9297,0.179,0.162,,,
2013,153,6/2/13 8:00,12.630,0.526,0.767,30.950,0.71,230.90,36.70,0,12.03,12.53,2.23,469,247.80,85.8851,0.306,0.289,,,
2013,153,6/2/13 9:00,14.610,0.474,0.787,40.700,0.98,217.50,41.12,0,12.41,12.52,2.68,533,175.20,85.8292,0.439,0.413,,,
2013,153,6/2/13 10:00,16.930,0.423,0.816,48.860,1.09,151.00,27.50,0,13.08,12.63,3.73,598,161.80,85.7522,0.563,0.529,,,
2013,153,6/2/13 11:00,19.310,0.359,0.804,55.280,1.73,173.90,51.68,0,14.01,12.90,4.63,644,168.50,85.6635,0.697,0.637,,,
2013,153,6/2/13 12:00,21.310,0.315,0.797,58.200,2.53,151.50,36.21,0,14.97,13.29,5.68,717,154.70,85.5794,0.805,0.709,,,
2013,153,6/2/13 13:00,24.020,0.247,0.736,57.650,2.54,132.40,30.46,0,15.83,13.73,5.60,746,140.00,85.4749,0.863,0.751,,,
2013,153,6/2/13 14:00,25.870,0.195,0.648,54.030,2.91,129.40,23.65,0,16.50,14.16,5.98,796,145.10,85.3634,0.891,0.749,,,
2013,153,6/2/13 15:00,27.430,0.170,0.621,47.320,3.37,133.20,22.08,0,16.90,14.55,6.88,894,155.70,85.2520,0.881,0.709,,,
2013,153,6/2/13 16:00,28.290,0.152,0.584,38.430,3.65,142.30,22.41,0,17.05,14.86,6.80,933,167.50,85.1567,0.820,0.628,,,
2013,153,6/2/13 17:00,28.880,0.143,0.570,28.530,4.48,130.80,17.11,0,17.01,15.09,7.78,976,149.70,85.0726,0.790,0.556,,,
2013,153,6/2/13 18:00,28.010,0.154,0.583,11.670,4.40,134.50,10.88,0,16.81,15.23,6.28,1021,144.80,85.0192,0.611,0.387,,,
2013,153,6/2/13 19:00,25.200,0.200,0.639,1.359,3.33,137.70,8.48,0,16.51,15.30,5.45,1082,131.40,85.0056,0.178,0.126,,,
2013,153,6/2/13 20:00,21.240,0.284,0.713,0.192,1.72,72.99,13.73,0,16.17,15.29,2.53,1173,60.24,85.0423,0.087,0.050,,,
2013,153,6/2/13 21:00,17.890,0.376,0.768,0.000,1.99,90.10,5.52,0,15.82,15.23,2.98,1203,87.20,85.0435,0.072,0.043,,,
2013,153,6/2/13 22:00,15.980,0.440,0.798,0.000,0.95,91.40,8.05,0,15.48,15.12,2.08,1302,74.86,85.0500,0.028,0.009,,,
2013,153,6/2/13 23:00,15.150,0.444,0.763,0.000,0.70,49.30,14.81,0,15.12,14.98,2.53,1371,66.86,85.0427,0.017,0.001,,,
2013,154,6/3/13 0:00,14.420,0.470,0.772,0.000,2.69,88.40,7.73,0,14.77,14.82,4.25,1405,85.60,84.9837,0.062,0.041,,,
2013,154,6/3/13 1:00,12.810,0.538,0.795,0.000,1.66,85.10,16.47,0,14.50,14.64,3.35,3,88.80,84.9265,0.035,0.018,10.31,7.99,0
2013,154,6/3/13 2:00,11.060,0.629,0.828,0.000,1.36,22.76,11.17,0,14.25,14.47,2.00,87,25.32,84.9143,0.019,0.007,,,
2013,154,6/3/13 3:00,9.020,0.740,0.849,0.000,1.27,326.80,18.48,0,13.98,14.31,2.45,167,331.70,84.8978,0.008,-0.001,,,
2013,154,6/3/13 4:00,7.707,0.791,0.831,0.007,1.31,312.30,35.97,0,13.71,14.14,4.25,234,278.50,84.9076,0.004,-0.003,,,
2013,154,6/3/13 5:00,7.234,0.802,0.816,0.674,1.17,308.70,24.04,0,13.46,13.96,2.68,282,297.60,84.8994,0.005,-0.001,,,
2013,154,6/3/13 6:00,9.480,0.737,0.873,8.580,1.22,303.50,17.89,0,13.22,13.79,2.45,339,294.30,84.9122,0.089,0.075,,,
2013,154,6/3/13 7:00,12.780,0.634,0.934,19.350,1.20,305.40,20.63,0,13.09,13.61,2.83,406,268.70,84.8893,0.195,0.174,,,
2013,154,6/3/13 8:00,18.230,0.451,1.215,31.870,1.13,290.00,25.20,0,13.22,13.49,3.05,461,285.30,84.9060,0.367,0.340,,,
2013,154,6/3/13 9:00,21.690,0.349,1.226,42.770,1.72,214.10,26.29,0,13.85,13.50,3.88,512,213.50,84.8632,0.563,0.510,,,
2013,154,6/3/13 10:00,26.200,0.273,0.927,45.940,1.53,297.00,33.47,0,14.69,13.70,3.50,579,266.60,84.8505,0.683,0.611,,,
2013,154,6/3/13 11:00,29.070,0.191,0.767,52.650,2.06,327.50,26.00,0,15.62,14.03,5.00,648,330.40,84.8421,0.858,0.746,,,
2013,154,6/3/13 12:00,30.570,0.141,0.620,56.970,2.31,316.70,42.77,0,16.65,14.49,5.30,696,303.90,84.7964,0.964,0.828,,,
2013,154,6/3/13 13:00,31.570,0.118,0.549,57.010,2.46,333.70,41.25,0,17.63,15.03,5.68,741,13.44,84.7283,0.997,0.847,,,
2013,154,6/3/13 14:00,31.840,0.117,0.551,49.360,3.36,310.70,30.27,0,18.39,15.58,7.55,829,324.40,84.7037,1.004,0.805,,,
2013,154,6/3/13 15:00,31.760,0.119,0.558,40.340,3.23,311.20,27.24,0,18.76,16.05,7.03,856,323.20,84.6963,0.884,0.692,,,
2013,154,6/3/13 16:00,30.900,0.126,0.563,20.190,5.69,257.70,21.21,0,18.86,16.41,9.80,959,251.10,84.6865,0.904,0.602,,,
2013,154,6/3/13 17:00,29.020,0.145,0.579,12.110,5.70,271.70,12.61,0,18.57,16.64,11.83,974,263.50,84.7345,0.778,0.493,,,
2013,154,6/3/13 18:00,28.100,0.157,0.594,6.543,4.59,273.70,13.02,0,18.11,16.70,8.60,1066,254.00,84.7726,0.602,0.370,,,
2013,154,6/3/13 19:00,27.070,0.186,0.667,6.288,4.19,261.60,10.45,0,17.71,16.67,8.37,1080,283.50,84.8379,0.533,0.330,,,
2013,154,6/3/13 20:00,24.920,0.212,0.665,1.232,3.48,322.80,20.33,0,17.37,16.58,5.90,1169,3.09,84.9184,0.378,0.216,,,
2013,154,6/3/13 21:00,21.610,0.232,0.598,0.000,3.39,37.13,9.12,0,17.05,16.48,6.13,1253,22.94,85.0909,0.155,0.116,,,
2013,154,6/3/13 22:00,19.900,0.265,0.613,0.000,3.60,4.23,14.69,0,16.70,16.34,6.35,1266,21.79,85.2373,0.141,0.108,,,
2013,154,6/3/13 23:00,16.750,0.467,0.888,0.000,3.45,359.20,18.03,0,16.34,16.17,6.35,1344,6.26,85.2646,0.087,0.067,,,
2013,155,6/4/13 0:00,15.460,0.601,1.054,0.000,3.00,351.50,16.40,0,16.01,15.98,4.85,1398,1.51,85.3413,0.058,0.043,,,
2013,155,6/4/13 1:00,14.200,0.645,1.044,0.000,3.63,345.40,21.11,0,15.73,15.80,5.08,12,347.00,85.3873,0.052,0.040,7.22,5.93,6
2013,155,6/4/13 2:00,13.850,0.672,1.063,0.000,3.49,3.98,16.72,0,15.47,15.62,5.15,71,1.44,85.4301,0.046,0.036,,,
2013,155,6/4/13 3:00,13.070,0.682,1.026,0.000,4.32,2.33,27.48,0,15.24,15.45,7.40,165,9.40,85.4843,0.046,0.037,,,
2013,155,6/4/13 4:00,11.270,0.695,0.928,0.000,3.88,4.52,17.84,0,15.00,15.28,6.65,182,8.11,85.5696,0.039,0.031,,,
2013,155,6/4/13 5:00,10.010,0.777,0.954,0.701,1.97,329.90,18.04,0,14.76,15.11,3.58,246,0.05,85.6774,0.045,0.026,,,
2013,155,6/4/13 6:00,11.340,0.692,0.928,6.135,2.55,344.00,19.82,0,14.54,14.94,4.93,347,4.82,85.7700,0.126,0.093,,,
2013,155,6/4/13 7:00,12.780,0.590,0.870,16.710,2.65,7.68,15.37,0,14.43,14.78,4.55,410,19.24,85.7972,0.224,0.177,,,
2013,155,6/4/13 8:00,14.160,0.536,0.864,21.540,2.73,33.20,16.24,0,14.45,14.66,4.33,426,41.72,85.8101,0.305,0.248,,,
2013,155,6/4/13 9:00,15.940,0.510,0.923,33.630,2.63,89.10,24.65,0,14.63,14.60,5.83,535,140.20,85.7864,0.434,0.373,,,
2013,155,6/4/13 10:00,17.090,0.498,0.969,45.260,2.99,129.00,21.31,0,15.02,14.62,5.98,584,121.30,85.7629,0.569,0.498,,,
2013,155,6/4/13 11:00,17.940,0.488,1.003,52.200,3.04,127.70,25.07,0,15.58,14.74,5.75,600,148.40,85.7234,0.653,0.579,,,
2013,155,6/4/13 12:00,19.080,0.474,1.047,57.480,2.23,96.50,35.56,0,16.32,14.96,5.45,668,100.80,85.6693,0.712,0.651,,,
2013,155,6/4/13 13:00,20.360,0.452,1.080,57.130,2.07,132.90,52.42,0,17.18,15.27,5.30,731,146.00,85.6204,0.730,0.668,,,
2013,155,6/4/13 14:00,21.920,0.395,1.037,53.440,2.74,126.90,46.79,0,17.93,15.64,5.98,829,130.70,85.5537,0.751,0.659,,,
2013,155,6/4/13 15:00,22.550,0.355,0.970,33.950,3.48,140.70,18.44,0,18.32,16.02,6.20,858,137.00,85.5174,0.617,0.495,,,
2013,155,6/4/13 16:00,23.300,0.335,0.958,27.960,3.59,122.70,20.20,0,18.30,16.29,7.03,956,143.20,85.5004,0.576,0.444,,,
2013,155,6/4/13 17:00,23.220,0.331,0.941,14.510,3.93,112.40,12.14,0,18.16,16.45,6.20,1003,147.80,85.4719,0.471,0.327,,,
2013,155,6/4/13 18:00,22.690,0.352,0.971,8.030,3.18,93.00,10.95,0,17.91,16.53,5.15,1063,89.70,85.4924,0.344,0.228,,,
2013,155,6/4/13 19:00,18.080,0.565,1.124,1.241,7.11,39.97,18.72,5.588,17.62,16.54,12.35,1138,22.59,85.5753,0.303,0.173,,,
2013,155,6/4/13 20:00,13.290,0.824,1.258,0.582,8.13,30.51,8.78,0.508,17.07,16.49,12.12,1143,24.82,85.7811,0.030,0.026,,,
2013,155,6/4/13 21:00,13.020,0.760,1.140,0.000,6.23,25.07,10.71,0,16.58,16.32,10.70,1203,25.38,85.9434,0.037,0.030,,,
2013,155,6/4/13 22:00,12.820,0.737,1.090,0.000,4.72,11.93,21.82,0,16.24,16.13,8.97,1260,19.17,86.0689,0.037,0.029,,,
2013,155,6/4/13 23:00,12.090,0.701,0.987,0.000,4.54,7.33,20.43,0,15.96,15.95,6.88,1353,19.72,86.1667,0.041,0.032,,,
2013,156,6/5/13 0:00,11.470,0.726,0.983,0.000,3.57,15.62,9.88,0,15.70,15.78,5.30,1431,4.49,86.1939,0.033,0.025,,,
2013,156,6/5/13 1:00,11.110,0.736,0.972,0.000,3.44,17.42,12.19,0,15.47,15.63,5.98,46,20.30,86.1693,0.030,0.023,3.69,3.24,0
2013,156,6/5/13 2:00,10.570,0.753,0.960,0.000,2.64,16.29,13.57,0,15.25,15.47,5.00,100,0.53,86.1655,0.024,0.017,,,
2013,156,6/5/13 3:00,10.050,0.767,0.945,0.000,2.66,48.96,8.47,0,15.06,15.32,3.88,160,24.77,86.1470,0.022,0.015,,,
2013,156,6/5/13 4:00,9.700,0.737,0.886,0.000,2.84,39.42,9.24,0,14.89,15.17,4.25,184,29.64,86.1552,0.026,0.018,,,
2013,156,6/5/13 5:00,9.390,0.764,0.900,0.096,2.49,54.59,8.15,0,14.71,15.03,3.88,265,62.37,86.1892,0.021,0.015,,,
2013,156,6/5/13 6:00,9.300,0.781,0.914,1.108,2.78,69.22,11.53,0,14.55,14.89,4.10,350,73.75,86.2702,0.055,0.031,,,
2013,156,6/5/13 7:00,9.410,0.793,0.936,5.480,2.32,84.30,11.99,0,14.41,14.75,3.80,363,70.51,86.2971,0.088,0.069,,,
2013,156,6/5/13 8:00,9.500,0.808,0.959,10.870,1.85,92.20,14.65,0,14.35,14.62,3.20,424,118.70,86.2836,0.126,0.111,,,
2013,156,6/5/13 9:00,9.770,0.815,0.985,14.590,2.24,56.30,19.50,0,14.40,14.53,3.80,515,44.75,86.2600,0.160,0.144,,,
2013,156,6/5/13 10:00,10.540,0.743,0.944,20.120,1.30,80.80,23.22,0,14.51,14.48,3.50,560,66.05,86.2149,0.218,0.203,,,
2013,156,6/5/13 11:00,11.710,0.681,0.936,22.760,1.61,131.70,24.92,0,14.72,14.47,3.58,658,164.30,86.1800,0.263,0.240,,,
2013,156,6/5/13 12:00,12.720,0.661,0.972,31.350,1.61,145.70,27.66,0,14.99,14.52,3.65,683,123.20,86.1284,0.348,0.324,,,
2013,156,6/5/13 13:00,14.350,0.597,0.976,36.660,0.97,140.90,33.02,0,15.36,14.61,3.95,724,159.70,86.0800,0.412,0.393,,,
2013,156,6/5/13 14:00,15.380,0.569,0.994,42.550,1.34,218.20,39.62,0,15.86,14.77,4.25,795,200.40,86.0345,0.483,0.455,,,
2013,156,6/5/13 15:00,16.500,0.528,0.991,50.130,1.84,186.70,44.03,0,16.41,14.98,4.63,896,170.60,85.9816,0.573,0.530,,,
2013,156,6/5/13 16:00,15.940,0.534,0.966,22.950,1.31,154.70,32.66,0,16.97,15.27,3.50,916,140.60,85.9532,0.299,0.267,,,
2013,156,6/5/13 17:00,16.610,0.507,0.958,24.960,1.02,156.30,26.93,0,17.04,15.54,2.98,979,151.10,85.9365,0.296,0.269,,,
2013,156,6/5/13 18:00,17.020,0.507,0.982,18.700,1.88,176.80,22.85,0,17.00,15.70,4.10,1030,229.30,85.9161,0.255,0.206,,,
2013,156,6/5/13 19:00,16.370,0.525,0.976,6.774,2.45,192.00,14.37,0,16.85,15.79,4.03,1098,192.40,85.9391,0.146,0.088,,,
2013,156,6/5/13 20:00,14.670,0.642,1.069,0.411,1.78,182.20,7.95,0,16.54,15.81,3.35,1140,170.70,85.9686,0.018,0.000,,,
2013,156,6/5/13 21:00,12.850,0.740,1.095,0.000,0.09,193.00,3.44,0,16.16,15.75,1.10,1206,191.80,86.0018,-0.043,-0.045,,,
2013,156,6/5/13 22:00,12.050,0.798,1.122,0.000,0.01,164.10,0.94,0,15.77,15.63,0.73,1314,163.60,86.0159,-0.046,-0.046,,,
2013,156,6/5/13 23:00,10.730,0.852,1.097,0.000,0.05,235.20,5.49,0,15.39,15.47,1.33,1357,215.20,85.9995,-0.042,-0.043,,,
2013,157,6/6/13 0:00,10.120,0.884,1.093,0.000,0.00,0.00,0.00,0,15.04,15.28,0.00,1380,239.00,85.9455,-0.043,-0.043,,,
2013,157,6/6/13 1:00,9.220,0.920,1.072,0.001,0.05,30.48,3.81,0,14.71,15.09,0.88,58,49.06,85.9151,-0.040,-0.041,7.33,6.23,0
2013,157,6/6/13 2:00,8.430,0.940,1.037,0.003,0.31,41.78,6.92,0,14.41,14.89,1.10,99,47.52,85.8771,-0.032,-0.036,,,
2013,157,6/6/13 3:00,7.958,0.950,1.015,0.004,0.03,50.78,1.00,0,14.14,14.69,0.65,125,51.08,85.8479,-0.040,-0.040,,,
2013,157,6/6/13 4:00,6.547,0.960,0.933,0.003,0.56,321.40,5.66,0,13.88,14.50,1.25,234,322.10,85.8258,-0.026,-0.031,,,
2013,157,6/6/13 5:00,5.286,0.961,0.855,0.603,1.07,323.30,11.36,0,13.62,14.31,1.78,261,317.20,85.8192,-0.016,-0.021,,,
2013,157,6/6/13 6:00,7.736,0.920,0.970,7.440,0.33,355.60,5.31,0,13.40,14.12,1.78,313,0.34,85.8537,0.027,0.026,,,
2013,157,6/6/13 7:00,10.630,0.836,1.070,18.820,0.19,93.20,7.79,0,13.30,13.94,1.48,393,115.30,85.8768,0.155,0.154,,,
2013,157,6/6/13 8:00,14.220,0.679,1.219,29.610,0.17,145.90,14.89,0,13.46,13.82,1.55,431,134.60,85.8938,0.291,0.289,,,
2013,157,6/6/13 9:00,16.600,0.598,1.392,39.930,0.48,148.60,23.53,0,14.04,13.82,2.53,528,125.20,85.8941,0.429,0.423,,,
2013,157,6/6/13 10:00,18.370,0.547,1.461,48.360,0.92,182.90,27.12,0,15.43,14.07,3.43,577,224.70,85.8715,0.549,0.534,,,
2013,157,6/6/13 11:00,21.030,0.341,1.251,53.570,1.28,153.10,34.28,0,16.76,14.64,4.03,641,142.80,85.8466,0.669,0.632,,,
2013,157,6/6/13 12:00,22.190,0.289,0.772,57.040,1.22,138.20,29.44,0,17.75,15.24,3.88,694,141.80,85.8164,0.746,0.693,,,
2013,157,6/6/13 13:00,23.630,0.270,0.786,56.960,1.33,136.50,68.82,0,18.60,15.82,5.53,768,124.10,85.7729,0.772,0.712,,,
2013,157,6/6/13 14:00,24.800,0.238,0.744,53.440,1.43,109.90,47.17,0,19.33,16.37,4.78,824,95.60,85.7147,0.754,0.684,,,
2013,157,6/6/13 15:00,25.700,0.218,0.720,47.150,2.60,93.50,42.68,0,19.80,16.88,6.50,884,77.40,85.6592,0.779,0.654,,,
2013,157,6/6/13 16:00,25.850,0.213,0.709,37.760,2.89,87.50,28.14,0,19.91,17.27,5.60,902,65.11,85.6311,0.696,0.557,,,
2013,157,6/6/13 17:00,25.990,0.202,0.679,27.820,2.72,108.20,20.80,0,19.78,17.52,5.30,1019,100.90,85.6037,0.570,0.435,,,
2013,157,6/6/13 18:00,25.710,0.202,0.668,19.050,2.97,93.50,14.07,0,19.53,17.64,6.28,1022,86.40,85.6066,0.476,0.332,,,
2013,157,6/6/13 19:00,24.030,0.252,0.750,7.683,4.18,60.64,8.96,0,19.19,17.67,6.65,1102,45.51,85.6460,0.410,0.236,,,
2013,157,6/6/13 20:00,20.590,0.350,0.847,0.273,2.81,66.43,7.71,0,18.78,17.64,4.33,1183,82.50,85.7103,0.090,0.051,,,
2013,157,6/6/13 21:00,18.200,0.450,0.937,0.000,2.45,86.10,12.13,0,18.34,17.53,3.80,1213,73.34,85.7787,0.058,0.027,,,
2013,157,6/6/13 22:00,16.090,0.515,0.940,0.000,1.63,75.31,8.70,0,17.94,17.37,3.35,1260,68.45,85.8640,0.027,0.002,,,
2013,157,6/6/13 23:00,14.630,0.589,0.979,0.000,0.58,43.64,8.58,0,17.56,17.20,1.70,1341,59.97,85.9118,-0.017,-0.031,,,
2013,158,6/7/13 0:00,11.860,0.727,1.009,0.000,1.62,329.70,8.76,0,17.19,17.01,2.45,1425,336.10,85.9030,0.003,-0.011,,,
2013,158,6/7/13 1:00,11.510,0.720,0.978,0.000,1.36,344.40,6.63,0,16.85,16.81,2.00,1,348.00,85.9033,-0.001,-0.015,7.39,6.13,0
2013,158,6/7/13 2:00,11.280,0.763,1.020,0.000,1.76,9.31,9.82,0,16.53,16.61,3.20,102,20.30,85.8846,0.001,-0.012,,,
2013,158,6/7/13 3:00,11.160,0.798,1.058,0.000,2.31,25.74,6.68,0,16.25,16.40,3.50,125,23.45,85.8441,0.004,-0.008,,,
2013,158,6/7/13 4:00,10.650,0.834,1.069,0.000,1.37,20.37,8.04,0,16.00,16.21,2.60,200,40.27,85.8172,-0.010,-0.020,,,
2013,158,6/7/13 5:00,9.990,0.858,1.051,0.569,1.18,310.90,16.72,0,15.77,16.02,2.30,278,299.10,85.8374,-0.011,-0.020,,,
2013,158,6/7/13 6:00,10.870,0.840,1.093,5.058,1.38,303.20,11.39,0,15.54,15.84,2.30,318,280.40,85.8272,0.024,0.014,,,
2013,158,6/7/13 7:00,14.250,0.722,1.167,17.300,0.71,312.70,20.69,0,15.42,15.67,1.93,370,334.30,85.7997,0.170,0.160,,,
2013,158,6/7/13 8:00,17.340,0.604,1.193,29.860,1.08,237.50,33.76,0,15.49,15.54,2.53,441,268.90,85.7620,0.338,0.315,,,
2013,158,6/7/13 9:00,19.380,0.524,1.178,39.040,0.98,186.60,40.77,0,15.84,15.50,4.03,532,170.50,85.7246,0.468,0.441,,,
2013,158,6/7/13 10:00,20.700,0.453,1.102,47.350,2.26,121.10,24.30,0,16.45,15.60,5.83,598,128.70,85.6539,0.633,0.565,,,
2013,158,6/7/13 11:00,22.820,0.345,0.957,53.500,3.91,117.40,18.70,0,17.17,15.82,8.22,621,111.20,85.6010,0.832,0.696,,,
2013,158,6/7/13 12:00,24.270,0.309,0.936,57.940,3.11,141.80,23.80,0,17.81,16.12,6.80,678,155.90,85.5271,0.883,0.760,,,
2013,158,6/7/13 13:00,26.020,0.274,0.921,55.860,3.07,120.20,30.44,0,18.46,16.46,6.65,728,134.10,85.4395,0.903,0.770,,,
2013,158,6/7/13 14:00,26.620,0.248,0.865,36.510,1.71,130.90,30.82,0,19.02,16.82,5.23,780,108.40,85.3638,0.617,0.533,,,
2013,158,6/7/13 15:00,27.180,0.243,0.877,38.820,2.35,71.59,32.99,0,19.31,17.17,4.63,865,35.15,85.2943,0.690,0.576,,,
2013,158,6/7/13 16:00,27.490,0.228,0.835,34.220,1.48,114.60,41.66,0,19.43,17.43,4.63,918,109.90,85.1913,0.556,0.478,,,
2013,158,6/7/13 17:00,27.530,0.220,0.807,20.770,1.43,183.80,28.92,0,19.52,17.64,4.55,996,198.00,85.1330,0.396,0.320,,,
2013,158,6/7/13 18:00,26.960,0.221,0.783,11.610,1.55,173.90,18.17,0,19.48,17.79,5.15,1039,148.40,85.0556,0.298,0.216,,,
2013,158,6/7/13 19:00,25.490,0.305,0.993,7.614,2.55,151.80,10.56,0,19.26,17.87,6.28,1098,154.10,85.0448,0.312,0.201,,,
2013,158,6/7/13 20:00,22.900,0.366,1.021,0.307,1.70,152.10,10.10,0,18.96,17.88,3.28,1198,193.50,85.0279,0.082,0.048,,,
2013,158,6/7/13 21:00,21.610,0.385,0.993,0.000,2.84,185.10,13.95,0,18.59,17.82,5.53,1211,155.50,85.0129,0.104,0.070,,,
2013,158,6/7/13 22:00,18.600,0.518,1.107,0.000,1.78,195.80,10.57,0,18.23,17.70,3.28,1267,190.20,84.9816,0.051,0.029,,,
2013,158,6/7/13 23:00,18.440,0.521,1.104,0.000,1.09,191.60,10.80,0,17.90,17.55,2.53,1349,194.40,84.9279,0.031,0.012,,,
2013,159,6/8/13 0:00,17.740,0.561,1.137,0.000,0.79,144.20,11.05,0,17.63,17.39,3.50,1439,120.20,84.8741,0.017,0.002,,,
2013,159,6/8/13 1:00,15.510,0.661,1.163,0.000,0.95,122.50,7.39,0,17.40,17.24,3.28,2,136.80,84.8335,0.013,0.000,8.74,6.09,0
2013,159,6/8/13 2:00,13.930,0.707,1.125,0.000,0.64,249.50,14.89,0,17.13,17.10,1.70,84,242.60,84.7996,0.001,-0.008,,,
2013,159,6/8/13 3:00,12.320,0.784,1.118,0.000,0.99,309.10,13.84,0,16.82,16.92,2.08,129,258.50,84.7879,0.003,-0.005,,,
